+———+———+———+———+———+———+————+————+————+————+————+————+————+————+————+————+————+————+————+————+————+—————+—————+—————+—————+—————+—————+—————+—————+—————+—————+—————+—————+—————+—————+—————+—————+—————+—————+—————+—————+——————+——————+——————+——————+——————+——————+——————+——————+——————+——————+——————+——————+——————+——————+——————+———————+———————+———————+———————+———————+———————+————————+———+
| 0 | 1 | 2 | 3 | 4 | 5 | 01 | 02 | 03 | 04 | 05 | 12 | 13 | 14 | 15 | 23 | 24 | 25 | 34 | 35 | 45 | 012 | 013 | 014 | 015 | 023 | 024 | 025 | 034 | 035 | 045 | 123 | 124 | 125 | 134 | 135 | 145 | 234 | 235 | 245 | 345 | 0123 | 0124 | 0125 | 0134 | 0135 | 0145 | 0234 | 0235 | 0245 | 0345 | 1234 | 1235 | 1245 | 1345 | 2345 | 01234 | 01235 | 01245 | 01345 | 02345 | 12345 | 012345 | F |
+———+———+———+———+———+———+————+————+————+————+————+————+————+————+————+————+————+————+————+————+————+—————+—————+—————+—————+—————+—————+—————+—————+—————+—————+—————+—————+—————+—————+—————+—————+—————+—————+—————+—————+——————+——————+——————+——————+——————+——————+——————+——————+——————+——————+——————+——————+——————+——————+——————+———————+———————+———————+———————+———————+———————+————————+———+
| 0 | 0 | 0 | 0 | 0 | 0 | 00 | 00 | 00 | 00 | 00 | 00 | 00 | 00 | 00 | 00 | 00 | 00 | 00 | 00 | 00 | 000 | 000 | 000 | 000 | 000 | 000 | 000 | 000 | 000 | 000 | 000 | 000 | 000 | 000 | 000 | 000 | 000 | 000 | 000 | 000 | 0000 | 0000 | 0000 | 0000 | 0000 | 0000 | 0000 | 0000 | 0000 | 0000 | 0000 | 0000 | 0000 | 0000 | 0000 | 00000 | 00000 | 00000 | 00000 | 00000 | 00000 | 000000 | 1 |
| 0 | 0 | 0 | 0 | 0 | 1 | 00 | 00 | 00 | 00 | 01 | 00 | 00 | 00 | 01 | 00 | 00 | 01 | 00 | 01 | 01 | 000 | 000 | 000 | 001 | 000 | 000 | 001 | 000 | 001 | 001 | 000 | 000 | 001 | 000 | 001 | 001 | 000 | 001 | 001 | 001 | 0000 | 0000 | 0001 | 0000 | 0001 | 0001 | 0000 | 0001 | 0001 | 0001 | 0000 | 0001 | 0001 | 0001 | 0001 | 00000 | 00001 | 00001 | 00001 | 00001 | 00001 | 000001 | 1 |
| 0 | 0 | 0 | 0 | 1 | 0 | 00 | 00 | 00 | 01 | 00 | 00 | 00 | 01 | 00 | 00 | 01 | 00 | 01 | 00 | 10 | 000 | 000 | 001 | 000 | 000 | 001 | 000 | 001 | 000 | 010 | 000 | 001 | 000 | 001 | 000 | 010 | 001 | 000 | 010 | 010 | 0000 | 0001 | 0000 | 0001 | 0000 | 0010 | 0001 | 0000 | 0010 | 0010 | 0001 | 0000 | 0010 | 0010 | 0010 | 00001 | 00000 | 00010 | 00010 | 00010 | 00010 | 000010 | 0 |
| 0 | 0 | 0 | 0 | 1 | 1 | 00 | 00 | 00 | 01 | 01 | 00 | 00 | 01 | 01 | 00 | 01 | 01 | 01 | 01 | 11 | 000 | 000 | 001 | 001 | 000 | 001 | 001 | 001 | 001 | 011 | 000 | 001 | 001 | 001 | 001 | 011 | 001 | 001 | 011 | 011 | 0000 | 0001 | 0001 | 0001 | 0001 | 0011 | 0001 | 0001 | 0011 | 0011 | 0001 | 0001 | 0011 | 0011 | 0011 | 00001 | 00001 | 00011 | 00011 | 00011 | 00011 | 000011 | 0 |
| 0 | 0 | 0 | 1 | 0 | 0 | 00 | 00 | 01 | 00 | 00 | 00 | 01 | 00 | 00 | 01 | 00 | 00 | 10 | 10 | 00 | 000 | 001 | 000 | 000 | 001 | 000 | 000 | 010 | 010 | 000 | 001 | 000 | 000 | 010 | 010 | 000 | 010 | 010 | 000 | 100 | 0001 | 0000 | 0000 | 0010 | 0010 | 0000 | 0010 | 0010 | 0000 | 0100 | 0010 | 0010 | 0000 | 0100 | 0100 | 00010 | 00010 | 00000 | 00100 | 00100 | 00100 | 000100 | 0 |
| 0 | 0 | 0 | 1 | 0 | 1 | 00 | 00 | 01 | 00 | 01 | 00 | 01 | 00 | 01 | 01 | 00 | 01 | 10 | 11 | 01 | 000 | 001 | 000 | 001 | 001 | 000 | 001 | 010 | 011 | 001 | 001 | 000 | 001 | 010 | 011 | 001 | 010 | 011 | 001 | 101 | 0001 | 0000 | 0001 | 0010 | 0011 | 0001 | 0010 | 0011 | 0001 | 0101 | 0010 | 0011 | 0001 | 0101 | 0101 | 00010 | 00011 | 00001 | 00101 | 00101 | 00101 | 000101 | 0 |
| 0 | 0 | 0 | 1 | 1 | 0 | 00 | 00 | 01 | 01 | 00 | 00 | 01 | 01 | 00 | 01 | 01 | 00 | 11 | 10 | 10 | 000 | 001 | 001 | 000 | 001 | 001 | 000 | 011 | 010 | 010 | 001 | 001 | 000 | 011 | 010 | 010 | 011 | 010 | 010 | 110 | 0001 | 0001 | 0000 | 0011 | 0010 | 0010 | 0011 | 0010 | 0010 | 0110 | 0011 | 0010 | 0010 | 0110 | 0110 | 00011 | 00010 | 00010 | 00110 | 00110 | 00110 | 000110 | 1 |
| 0 | 0 | 0 | 1 | 1 | 1 | 00 | 00 | 01 | 01 | 01 | 00 | 01 | 01 | 01 | 01 | 01 | 01 | 11 | 11 | 11 | 000 | 001 | 001 | 001 | 001 | 001 | 001 | 011 | 011 | 011 | 001 | 001 | 001 | 011 | 011 | 011 | 011 | 011 | 011 | 111 | 0001 | 0001 | 0001 | 0011 | 0011 | 0011 | 0011 | 0011 | 0011 | 0111 | 0011 | 0011 | 0011 | 0111 | 0111 | 00011 | 00011 | 00011 | 00111 | 00111 | 00111 | 000111 | 1 |
